Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Unit_Price_NGN,Discount_Pct,Discount_Amount_NGN,Revenue_NGN,Cost_NGN,Profit_NGN,Profit_Margin_Pct,Sales_Channel,Region,Payment_Method,Order_Status
ORD-02647,2025-06-21,CUST-0274,Office Chair,Home & Office,1,114170.14,0,0.0,0.0,81634.18,0.0,0.0,Walk-in,Benin,USSD,Cancelled
ORD-01245,2025-06-21,CUST-0047,Power Bank,Electronics,2,30095.41,0,0.0,60190.82,44655.63,15535.19,25.81,Instagram,Port Harcourt,USSD,Completed
ORD-02905,2025-06-21,CUST-0440,Desk Lamp,Home & Office,1,30114.46,20,6022.89,0.0,18305.09,0.0,0.0,WhatsApp,Abuja,Card,Cancelled
ORD-02514,2025-06-21,CUST-0499,Smart Watch,Electronics,1,77175.78,10,7717.58,0.0,53373.53,0.0,0.0,Website,Lagos,Cash,Cancelled
ORD-00888,2025-06-21,CUST-0255,Office Chair,Home & Office,3,114209.03,20,68525.42,274101.67,173411.12,-46601.7,-17.0,Instagram,Benin,USSD,Returned
ORD-02504,2025-06-21,CUST-0397,Smart Watch,Electronics,1,81750.1,10,8175.01,73575.09,49773.53,23801.56,32.35,WhatsApp,Port Harcourt,Transfer,Completed
ORD-00699,2025-06-22,CUST-0616,Office Chair,Home & Office,1,110999.09,0,0.0,110999.09,88618.86,22380.23,20.16,Instagram,Benin,USSD,Completed
ORD-02675,2025-06-22,CUST-0643,Hoodie,Fashion,1,41737.01,0,0.0,0.0,31939.87,0.0,0.0,WhatsApp,Enugu,Cash,Cancelled
ORD-00202,2025-06-22,CUST-0087,Power Bank,Electronics,1,30587.3,0,0.0,30587.3,19256.73,11330.57,37.04,WhatsApp,Lagos,Card,Completed
ORD-01739,2025-06-23,CUST-0462,Skincare Set,Beauty,1,54120.03,0,0.0,54120.03,37037.88,17082.15,31.56,Walk-in,Enugu,USSD,Completed
ORD-01187,2025-06-23,CUST-0169,Running Shoes,Fashion,1,68095.79,10,6809.58,61286.21,46499.29,-6125.97,-10.0,Referral,Benin,Cash,Returned
ORD-01725,2025-06-23,CUST-0349,Water Bottle,Home & Office,2,19231.64,0,0.0,38463.28,26353.19,12110.09,31.48,WhatsApp,Abuja,USSD,Completed
ORD-00664,2025-06-23,CUST-0192,Power Bank,Electronics,1,26791.81,0,0.0,26791.81,21567.75,5224.06,19.5,WhatsApp,Abuja,USSD,Completed
ORD-01990,2025-06-24,CUST-0590,Desk Lamp,Home & Office,3,29619.09,0,0.0,88857.27,72107.51,16749.76,18.85,Instagram,Ibadan,Card,Completed
ORD-02827,2025-06-24,CUST-0568,Wireless Earbuds,Electronics,2,40002.73,0,0.0,80005.46,53533.89,26471.57,33.09,Walk-in,Port Harcourt,Card,Completed
ORD-02823,2025-06-24,CUST-0452,Perfume,Beauty,2,40938.75,20,16375.5,0.0,51563.47,0.0,0.0,Website,Abuja,Card,Cancelled
ORD-02342,2025-06-24,CUST-0339,Wireless Earbuds,Electronics,3,41887.38,5,6283.11,119379.03,85544.03,-11048.16,-9.25,Website,Port Harcourt,USSD,Returned
ORD-00362,2025-06-24,CUST-0354,Wireless Earbuds,Electronics,1,43099.92,5,2155.0,40944.92,31135.71,9809.21,23.96,WhatsApp,Ibadan,Transfer,Completed
ORD-02320,2025-06-24,CUST-0509,Power Bank,Electronics,1,30513.28,10,3051.33,27461.95,19997.35,7464.6,27.18,Instagram,Enugu,USSD,Completed
ORD-02875,2025-06-24,CUST-0280,Office Chair,Home & Office,1,116669.87,5,5833.49,110836.38,78842.83,31993.55,28.87,Referral,Port Harcourt,Transfer,Completed
ORD-02401,2025-06-25,CUST-0548,Water Bottle,Home & Office,2,18990.49,0,0.0,37980.98,29087.75,8893.23,23.41,WhatsApp,Ibadan,Transfer,Completed
ORD-01755,2025-06-25,CUST-0197,Hoodie,Fashion,3,40469.81,15,18211.41,103198.02,66236.56,36961.46,35.82,Referral,Lagos,Cash,Completed
ORD-01526,2025-06-25,CUST-0479,Skincare Set,Beauty,1,56488.63,5,2824.43,53664.2,37368.4,16295.8,30.37,WhatsApp,Benin,Card,Completed
ORD-02806,2025-06-25,CUST-0623,Running Shoes,Fashion,3,65284.92,0,0.0,195854.76,129843.54,66011.22,33.7,Instagram,Ibadan,Card,Completed
ORD-01593,2025-06-25,CUST-0062,Hoodie,Fashion,1,44333.52,0,0.0,44333.52,27843.62,16489.9,37.2,Instagram,Lagos,USSD,Completed
ORD-00944,2025-06-26,CUST-0088,Power Bank,Electronics,1,30251.41,0,0.0,30251.41,22645.2,7606.21,25.14,Website,Ibadan,Cash,Completed
ORD-00046,2025-06-26,CUST-0564,Laptop Backpack,Accessories,1,37618.74,0,0.0,37618.74,25726.05,-4600.92,-12.23,WhatsApp,Abuja,Cash,Returned
ORD-01509,2025-06-26,CUST-0324,Water Bottle,Home & Office,2,19116.96,15,5735.09,32498.83,24717.27,7781.56,23.94,Instagram,Enugu,Card,Completed
ORD-02446,2025-06-26,CUST-0035,Perfume,Beauty,1,41112.63,0,0.0,0.0,27024.99,0.0,0.0,Walk-in,Abuja,Cash,Cancelled
ORD-02630,2025-06-26,CUST-0611,Smart Watch,Electronics,3,76427.99,15,34392.6,194891.37,125081.86,69809.51,35.82,Referral,Benin,Cash,Completed
ORD-00357,2025-06-26,CUST-0547,Office Chair,Home & Office,1,112677.49,0,0.0,112677.49,90222.18,-7717.44,-6.85,Website,Enugu,Card,Returned
ORD-00413,2025-06-26,CUST-0247,Desk Lamp,Home & Office,1,30341.35,5,1517.07,28824.28,21001.49,7822.79,27.14,Referral,Enugu,Cash,Completed
ORD-01657,2025-06-26,CUST-0351,Smart Watch,Electronics,1,82791.03,0,0.0,82791.03,62947.67,-6537.62,-7.9,Instagram,Port Harcourt,Cash,Returned
ORD-01931,2025-06-27,CUST-0464,Sneakers,Fashion,2,74571.27,0,0.0,149142.54,102674.88,46467.66,31.16,WhatsApp,Owerri,Cash,Completed
ORD-02549,2025-06-27,CUST-0017,Water Bottle,Home & Office,1,19026.58,0,0.0,19026.58,13518.34,5508.24,28.95,Website,Lagos,Card,Completed
ORD-02413,2025-06-27,CUST-0059,Laptop Backpack,Accessories,2,37296.23,20,14918.49,59673.97,48649.1,11024.87,18.48,Instagram,Benin,Transfer,Completed
ORD-01926,2025-06-27,CUST-0593,Office Chair,Home & Office,2,115958.47,0,0.0,231916.94,155977.59,75939.35,32.74,Instagram,Enugu,Card,Completed
ORD-02283,2025-06-27,CUST-0249,Water Bottle,Home & Office,2,17262.59,5,1726.26,32798.92,22520.92,10278.0,31.34,Instagram,Owerri,Transfer,Completed
ORD-00825,2025-06-27,CUST-0688,Smart Watch,Electronics,1,74814.87,20,14962.97,0.0,40534.81,0.0,0.0,Referral,Ibadan,Cash,Cancelled
ORD-00478,2025-06-27,CUST-0635,Skincare Set,Beauty,1,52922.5,0,0.0,52922.5,35939.33,16983.17,32.09,WhatsApp,Port Harcourt,USSD,Completed
ORD-01284,2025-06-27,CUST-0402,Running Shoes,Fashion,2,66477.85,0,0.0,132955.7,83850.91,49104.79,36.93,Walk-in,Lagos,Card,Completed
ORD-01124,2025-06-28,CUST-0389,Running Shoes,Fashion,1,66076.26,0,0.0,66076.26,45473.91,-8680.12,-13.14,Website,Abuja,USSD,Returned
ORD-01583,2025-06-28,CUST-0354,Perfume,Beauty,1,40006.15,0,0.0,40006.15,31528.79,8477.36,21.19,Instagram,Benin,Cash,Completed
ORD-00766,2025-06-28,CUST-0128,Wireless Earbuds,Electronics,1,42672.6,5,2133.63,40538.97,33177.7,7361.27,18.16,Instagram,Enugu,Card,Completed
ORD-02057,2025-06-28,CUST-0406,Running Shoes,Fashion,1,64247.19,15,9637.08,54610.11,39718.77,14891.34,27.27,WhatsApp,Lagos,Cash,Completed
ORD-02333,2025-06-28,CUST-0503,Water Bottle,Home & Office,1,18592.72,5,929.64,17663.08,12722.32,4940.76,27.97,Instagram,Ibadan,USSD,Completed
ORD-01535,2025-06-28,CUST-0427,Power Bank,Electronics,1,26982.27,0,0.0,26982.27,17460.45,-1924.07,-7.13,Instagram,Benin,Card,Returned
ORD-00865,2025-06-28,CUST-0420,Smart Watch,Electronics,1,75552.5,5,3777.62,71774.88,48844.82,22930.06,31.95,Website,Owerri,Card,Completed
ORD-01453,2025-06-29,CUST-0436,Water Bottle,Home & Office,2,18351.84,10,3670.37,33033.31,21217.93,11815.38,35.77,Website,Abuja,Cash,Completed
ORD-01646,2025-06-29,CUST-0285,Skincare Set,Beauty,1,59069.19,15,8860.38,0.0,40863.24,0.0,0.0,Website,Abuja,Card,Cancelled
ORD-00567,2025-06-29,CUST-0232,Office Chair,Home & Office,1,117790.63,0,0.0,117790.63,73889.14,43901.49,37.27,Walk-in,Benin,USSD,Completed
ORD-01332,2025-06-30,CUST-0311,Skincare Set,Beauty,1,52596.9,5,2629.84,49967.06,35481.02,-2279.5,-4.56,Instagram,Port Harcourt,Card,Returned
ORD-02879,2025-06-30,CUST-0145,Hoodie,Fashion,2,41980.09,5,4198.01,79762.17,60490.43,19271.74,24.16,Walk-in,Abuja,USSD,Completed
ORD-02392,2025-06-30,CUST-0163,Running Shoes,Fashion,1,69987.14,15,10498.07,0.0,38413.18,0.0,0.0,WhatsApp,Lagos,Card,Cancelled
ORD-02405,2025-07-01,CUST-0293,Water Bottle,Home & Office,1,17456.18,0,0.0,17456.18,12977.11,4479.07,25.66,Referral,Owerri,Transfer,Completed
ORD-00101,2025-07-01,CUST-0151,Running Shoes,Fashion,1,64092.41,0,0.0,64092.41,47854.48,16237.93,25.34,Walk-in,Port Harcourt,USSD,Completed
ORD-01592,2025-07-01,CUST-0679,Skincare Set,Beauty,4,58971.5,0,0.0,0.0,170299.16,0.0,0.0,Referral,Benin,USSD,Cancelled
ORD-01381,2025-07-01,CUST-0617,Skincare Set,Beauty,1,55874.28,0,0.0,55874.28,43706.61,12167.67,21.78,Instagram,Enugu,Cash,Completed
ORD-02692,2025-07-01,CUST-0315,Running Shoes,Fashion,1,65331.61,0,0.0,65331.61,46405.41,18926.2,28.97,Website,Lagos,Card,Completed
ORD-01350,2025-07-01,CUST-0509,Office Chair,Home & Office,1,117096.38,0,0.0,117096.38,77319.07,39777.31,33.97,Referral,Port Harcourt,Card,Completed
ORD-00224,2025-07-01,CUST-0408,Water Bottle,Home & Office,1,17937.41,15,2690.61,0.0,10892.5,0.0,0.0,Referral,Abuja,Transfer,Cancelled
ORD-00067,2025-07-02,CUST-0195,Desk Lamp,Home & Office,1,30870.4,0,0.0,30870.4,21273.83,9596.57,31.09,WhatsApp,Ibadan,USSD,Completed
ORD-01921,2025-07-02,CUST-0659,Sneakers,Fashion,1,67674.3,5,3383.72,0.0,45331.73,0.0,0.0,Instagram,Lagos,USSD,Cancelled
ORD-01125,2025-07-02,CUST-0269,Running Shoes,Fashion,1,67448.92,0,0.0,67448.92,45100.03,22348.89,33.13,Referral,Abuja,Cash,Completed
ORD-02208,2025-07-02,CUST-0098,Wireless Earbuds,Electronics,1,41648.64,0,0.0,41648.64,29598.47,12050.17,28.93,Instagram,Ibadan,USSD,Completed
ORD-00990,2025-07-02,CUST-0447,Wireless Earbuds,Electronics,2,42284.07,0,0.0,84568.14,56056.36,28511.78,33.71,Referral,Enugu,Card,Completed
ORD-02784,2025-07-03,CUST-0260,Power Bank,Electronics,1,29435.02,0,0.0,29435.02,22377.95,-2199.0,-7.47,Instagram,Owerri,Transfer,Returned
ORD-02074,2025-07-03,CUST-0399,Water Bottle,Home & Office,2,17568.79,15,5270.64,29866.94,22493.97,-3313.51,-11.09,Instagram,Benin,Cash,Returned
ORD-02580,2025-07-04,CUST-0561,Laptop Backpack,Accessories,1,33243.42,0,0.0,33243.42,23923.45,-2898.44,-8.72,WhatsApp,Owerri,Transfer,Returned
ORD-01903,2025-07-04,CUST-0119,Power Bank,Electronics,1,30049.63,0,0.0,30049.63,22413.89,-1394.59,-4.64,Referral,Port Harcourt,Transfer,Returned
ORD-01044,2025-07-04,CUST-0568,Running Shoes,Fashion,1,66627.25,20,13325.45,53301.8,36358.23,-4580.67,-8.59,Walk-in,Port Harcourt,Card,Returned
ORD-01747,2025-07-04,CUST-0428,Hoodie,Fashion,4,43317.03,0,0.0,173268.12,108329.23,64938.89,37.48,WhatsApp,Abuja,Card,Completed
ORD-00161,2025-07-04,CUST-0151,Sneakers,Fashion,1,72626.38,0,0.0,72626.38,54714.74,17911.64,24.66,Walk-in,Owerri,USSD,Completed
ORD-02394,2025-07-05,CUST-0509,Office Chair,Home & Office,1,122821.78,0,0.0,122821.78,97318.32,-12040.19,-9.8,WhatsApp,Enugu,Transfer,Returned
ORD-01110,2025-07-05,CUST-0620,Desk Lamp,Home & Office,1,29924.23,20,5984.85,23939.38,18841.39,5097.99,21.3,Website,Lagos,Cash,Completed
ORD-00414,2025-07-05,CUST-0609,Water Bottle,Home & Office,1,17036.46,0,0.0,17036.46,11452.07,5584.39,32.78,Referral,Abuja,USSD,Completed
ORD-01544,2025-07-05,CUST-0009,Water Bottle,Home & Office,1,17296.9,20,3459.38,13837.52,10910.74,2926.78,21.15,Referral,Ibadan,USSD,Completed
ORD-01171,2025-07-05,CUST-0369,Perfume,Beauty,3,38870.79,0,0.0,116612.37,78048.14,38564.23,33.07,Referral,Ibadan,Cash,Completed
ORD-02890,2025-07-05,CUST-0551,Power Bank,Electronics,2,30017.04,0,0.0,60034.08,41956.02,18078.06,30.11,Website,Port Harcourt,Card,Completed
ORD-01843,2025-07-06,CUST-0522,Office Chair,Home & Office,3,113094.43,5,16964.16,322319.13,219240.6,103078.53,31.98,Instagram,Port Harcourt,Transfer,Completed
ORD-00401,2025-07-06,CUST-0237,Hoodie,Fashion,1,44230.13,0,0.0,44230.13,34979.49,9250.64,20.91,Instagram,Enugu,USSD,Completed
ORD-02809,2025-07-06,CUST-0153,Office Chair,Home & Office,2,117855.75,0,0.0,235711.5,161179.49,74532.01,31.62,Walk-in,Port Harcourt,Cash,Completed
ORD-00218,2025-07-07,CUST-0542,Water Bottle,Home & Office,1,18383.86,0,0.0,18383.86,13954.88,4428.98,24.09,Instagram,Enugu,Card,Completed
ORD-01329,2025-07-07,CUST-0637,Power Bank,Electronics,1,28302.31,10,2830.23,25472.08,19317.42,6154.66,24.16,Referral,Abuja,Cash,Completed
ORD-00976,2025-07-07,CUST-0071,Desk Lamp,Home & Office,1,31085.11,0,0.0,31085.11,22096.34,8988.77,28.92,Referral,Abuja,Card,Completed
ORD-00468,2025-07-07,CUST-0200,Skincare Set,Beauty,1,54694.56,0,0.0,54694.56,43208.26,11486.3,21.0,Instagram,Abuja,USSD,Completed
ORD-00450,2025-07-08,CUST-0316,Power Bank,Electronics,4,29068.58,0,0.0,116274.32,82472.02,33802.3,29.07,Website,Enugu,Cash,Completed
ORD-01948,2025-07-08,CUST-0558,Water Bottle,Home & Office,3,17215.14,0,0.0,51645.42,42099.17,9546.25,18.48,Instagram,Lagos,Card,Completed
ORD-01386,2025-07-08,CUST-0209,Water Bottle,Home & Office,1,17159.12,0,0.0,0.0,11429.42,0.0,0.0,WhatsApp,Benin,Card,Cancelled
ORD-01579,2025-07-08,CUST-0431,Desk Lamp,Home & Office,4,28079.36,5,5615.87,0.0,74077.09,0.0,0.0,Referral,Benin,USSD,Cancelled
ORD-02585,2025-07-08,CUST-0461,Desk Lamp,Home & Office,1,30883.87,0,0.0,30883.87,22115.12,8768.75,28.39,Website,Lagos,Cash,Completed
ORD-02669,2025-07-08,CUST-0387,Water Bottle,Home & Office,1,18487.6,0,0.0,0.0,12849.47,0.0,0.0,Instagram,Benin,Card,Cancelled
ORD-02254,2025-07-09,CUST-0033,Office Chair,Home & Office,3,121089.3,0,0.0,0.0,271981.25,0.0,0.0,Walk-in,Owerri,Cash,Cancelled
ORD-02115,2025-07-10,CUST-0165,Laptop Backpack,Accessories,2,33711.01,0,0.0,67422.02,50633.24,16788.78,24.9,WhatsApp,Abuja,Cash,Completed
ORD-02659,2025-07-10,CUST-0562,Hoodie,Fashion,1,39944.23,0,0.0,0.0,26421.08,0.0,0.0,Walk-in,Enugu,USSD,Cancelled
ORD-00029,2025-07-10,CUST-0566,Running Shoes,Fashion,1,62801.96,0,0.0,62801.96,43618.31,19183.65,30.55,Instagram,Port Harcourt,USSD,Completed
ORD-00244,2025-07-10,CUST-0313,Power Bank,Electronics,2,27999.17,0,0.0,55998.34,37100.52,18897.82,33.75,Walk-in,Ibadan,Transfer,Completed
ORD-02533,2025-07-11,CUST-0133,Power Bank,Electronics,2,27899.35,0,0.0,55798.7,41066.79,14731.91,26.4,Walk-in,Enugu,Cash,Completed
ORD-00791,2025-07-11,CUST-0187,Laptop Backpack,Accessories,1,34813.1,0,0.0,34813.1,21711.94,13101.16,37.63,Instagram,Lagos,Cash,Completed
ORD-02543,2025-07-11,CUST-0664,Desk Lamp,Home & Office,1,28983.11,0,0.0,28983.11,23544.67,-2562.61,-8.84,Instagram,Enugu,Card,Returned
ORD-02999,2025-07-11,CUST-0508,Desk Lamp,Home & Office,1,31140.25,0,0.0,31140.25,24328.18,6812.07,21.88,Instagram,Enugu,Transfer,Completed
ORD-01207,2025-07-11,CUST-0592,Laptop Backpack,Accessories,2,33123.02,0,0.0,66246.04,42486.98,23759.06,35.86,Instagram,Enugu,Card,Completed
ORD-00421,2025-07-11,CUST-0573,Power Bank,Electronics,1,28146.05,15,4221.91,23924.14,15228.83,8695.31,36.35,Walk-in,Abuja,Card,Completed
ORD-01197,2025-07-12,CUST-0370,Wireless Earbuds,Electronics,1,41022.65,10,4102.27,36920.38,28477.08,8443.3,22.87,Website,Lagos,Cash,Completed
ORD-02457,2025-07-12,CUST-0351,Sneakers,Fashion,1,71021.38,5,3551.07,67470.31,50778.1,16692.21,24.74,Referral,Owerri,Cash,Completed
ORD-01728,2025-07-12,CUST-0074,Wireless Earbuds,Electronics,3,43495.77,0,0.0,130487.31,82891.12,47596.19,36.48,Website,Abuja,Cash,Completed
ORD-01163,2025-07-12,CUST-0091,Laptop Backpack,Accessories,1,33361.58,0,0.0,33361.58,23238.29,10123.29,30.34,WhatsApp,Benin,Transfer,Completed
ORD-00146,2025-07-13,CUST-0305,Hoodie,Fashion,1,42849.1,10,4284.91,38564.19,25453.52,13110.67,34.0,WhatsApp,Ibadan,Cash,Completed
ORD-01713,2025-07-13,CUST-0038,Hoodie,Fashion,2,38953.43,0,0.0,77906.86,53838.37,24068.49,30.89,WhatsApp,Benin,USSD,Completed
ORD-01726,2025-07-13,CUST-0457,Desk Lamp,Home & Office,1,28739.86,20,5747.97,22991.89,16558.16,-2978.93,-12.96,Website,Benin,Transfer,Returned
ORD-01078,2025-07-13,CUST-0353,Running Shoes,Fashion,1,67599.54,20,13519.91,0.0,36968.4,0.0,0.0,Referral,Enugu,USSD,Cancelled
ORD-02759,2025-07-13,CUST-0686,Skincare Set,Beauty,2,55797.38,10,11159.48,100435.28,65073.11,-11071.34,-11.02,Website,Owerri,USSD,Returned
ORD-01936,2025-07-13,CUST-0650,Water Bottle,Home & Office,1,18001.72,0,0.0,18001.72,11689.67,-1833.7,-10.19,Walk-in,Port Harcourt,Cash,Returned
ORD-01132,2025-07-13,CUST-0375,Perfume,Beauty,1,38728.27,20,7745.65,30982.62,20648.9,10333.72,33.35,Referral,Lagos,USSD,Completed
ORD-02212,2025-07-13,CUST-0032,Smart Watch,Electronics,1,77739.53,0,0.0,77739.53,57880.0,19859.53,25.55,WhatsApp,Lagos,Transfer,Completed
ORD-02193,2025-07-13,CUST-0461,Sneakers,Fashion,2,68643.88,0,0.0,0.0,100110.42,0.0,0.0,WhatsApp,Ibadan,USSD,Cancelled
ORD-02858,2025-07-13,CUST-0497,Perfume,Beauty,1,36679.63,20,7335.93,0.0,22972.2,0.0,0.0,Instagram,Enugu,Transfer,Cancelled
ORD-02054,2025-07-14,CUST-0677,Skincare Set,Beauty,1,50908.97,0,0.0,50908.97,35219.06,15689.91,30.82,WhatsApp,Lagos,Cash,Completed
ORD-01659,2025-07-14,CUST-0041,Desk Lamp,Home & Office,1,27995.7,5,1399.78,0.0,20229.59,0.0,0.0,WhatsApp,Enugu,Card,Cancelled
ORD-03000,2025-07-14,CUST-0246,Water Bottle,Home & Office,2,17325.53,0,0.0,34651.06,27826.52,6824.54,19.7,Referral,Abuja,Cash,Completed
ORD-01684,2025-07-15,CUST-0034,Water Bottle,Home & Office,1,18128.07,0,0.0,18128.07,14617.71,-868.51,-4.79,Instagram,Lagos,Card,Returned
ORD-01073,2025-07-15,CUST-0563,Sneakers,Fashion,2,68687.38,0,0.0,137374.76,95016.34,42358.42,30.83,Referral,Abuja,Cash,Completed
ORD-00605,2025-07-15,CUST-0498,Sneakers,Fashion,2,73517.19,0,0.0,147034.38,93766.13,53268.25,36.23,Walk-in,Abuja,Cash,Completed
ORD-02752,2025-07-16,CUST-0634,Office Chair,Home & Office,1,107508.93,0,0.0,107508.93,79144.7,-8886.42,-8.27,Website,Port Harcourt,Card,Returned
ORD-00853,2025-07-16,CUST-0553,Power Bank,Electronics,1,27054.93,0,0.0,27054.93,17078.88,-4617.82,-17.07,Instagram,Benin,USSD,Returned
ORD-01352,2025-07-16,CUST-0188,Skincare Set,Beauty,1,57471.0,0,0.0,57471.0,39657.17,17813.83,31.0,Instagram,Lagos,Transfer,Completed
ORD-01559,2025-07-16,CUST-0080,Smart Watch,Electronics,3,72707.17,0,0.0,218121.51,158460.86,59660.65,27.35,WhatsApp,Benin,Cash,Completed
ORD-02948,2025-07-16,CUST-0432,Desk Lamp,Home & Office,1,29003.85,10,2900.38,26103.47,20620.68,5482.79,21.0,WhatsApp,Benin,Transfer,Completed
ORD-01683,2025-07-16,CUST-0433,Running Shoes,Fashion,1,67046.21,5,3352.31,63693.9,48354.67,15339.23,24.08,Website,Lagos,Cash,Completed
ORD-01670,2025-07-16,CUST-0512,Running Shoes,Fashion,1,62574.24,0,0.0,0.0,40672.97,0.0,0.0,Walk-in,Enugu,USSD,Cancelled
ORD-02793,2025-07-16,CUST-0556,Perfume,Beauty,1,39977.82,0,0.0,39977.82,25272.01,14705.81,36.78,Referral,Port Harcourt,Cash,Completed
ORD-02424,2025-07-17,CUST-0664,Laptop Backpack,Accessories,1,34023.39,0,0.0,34023.39,27702.35,6321.04,18.58,WhatsApp,Abuja,Card,Completed
ORD-01338,2025-07-17,CUST-0246,Skincare Set,Beauty,3,54136.09,0,0.0,162408.27,105299.96,57108.31,35.16,Walk-in,Ibadan,USSD,Completed
ORD-01394,2025-07-17,CUST-0699,Office Chair,Home & Office,1,107974.19,0,0.0,107974.19,80017.52,27956.67,25.89,Walk-in,Ibadan,Cash,Completed
ORD-02201,2025-07-17,CUST-0167,Hoodie,Fashion,1,39927.12,0,0.0,39927.12,25985.86,13941.26,34.92,Website,Enugu,Transfer,Completed
ORD-02369,2025-07-18,CUST-0397,Water Bottle,Home & Office,1,16593.99,0,0.0,16593.99,13152.84,3441.15,20.74,Walk-in,Port Harcourt,Card,Completed
ORD-00704,2025-07-18,CUST-0302,Running Shoes,Fashion,4,65942.64,0,0.0,263770.56,198991.28,-26144.61,-9.91,WhatsApp,Benin,Cash,Returned
ORD-01528,2025-07-18,CUST-0186,Sneakers,Fashion,3,75288.15,10,22586.44,203278.01,151056.01,52222.0,25.69,Referral,Ibadan,Transfer,Completed
ORD-02120,2025-07-19,CUST-0010,Water Bottle,Home & Office,1,18736.64,0,0.0,18736.64,14667.89,4068.75,21.72,Walk-in,Port Harcourt,USSD,Completed
ORD-00602,2025-07-19,CUST-0409,Power Bank,Electronics,3,26642.92,0,0.0,79928.76,63871.96,16056.8,20.09,Referral,Owerri,Transfer,Completed
ORD-02591,2025-07-19,CUST-0106,Smart Watch,Electronics,1,75833.8,0,0.0,75833.8,52364.74,23469.06,30.95,Website,Owerri,Transfer,Completed
ORD-02554,2025-07-20,CUST-0533,Water Bottle,Home & Office,1,17839.87,5,891.99,16947.88,12458.27,-1722.97,-10.17,Website,Enugu,Card,Returned
ORD-01096,2025-07-20,CUST-0141,Perfume,Beauty,1,38330.53,0,0.0,38330.53,29818.65,8511.88,22.21,Referral,Abuja,Cash,Completed
ORD-01183,2025-07-20,CUST-0548,Hoodie,Fashion,1,40409.95,0,0.0,40409.95,30551.08,9858.87,24.4,Walk-in,Abuja,Transfer,Completed
ORD-01004,2025-07-20,CUST-0608,Skincare Set,Beauty,2,53825.36,0,0.0,107650.72,74785.38,-14543.0,-13.51,Instagram,Ibadan,Card,Returned
ORD-00765,2025-07-20,CUST-0602,Power Bank,Electronics,2,26844.97,0,0.0,53689.94,37596.41,16093.53,29.97,Website,Port Harcourt,Card,Completed
ORD-01668,2025-07-21,CUST-0142,Hoodie,Fashion,1,39870.03,0,0.0,39870.03,29359.97,10510.06,26.36,Instagram,Enugu,Card,Completed
ORD-00328,2025-07-21,CUST-0560,Desk Lamp,Home & Office,1,29573.47,0,0.0,29573.47,22052.55,-1826.56,-6.18,Referral,Benin,Card,Returned
ORD-01738,2025-07-21,CUST-0700,Wireless Earbuds,Electronics,2,41132.7,0,0.0,82265.4,63167.74,19097.66,23.21,Instagram,Ibadan,Cash,Completed
ORD-00093,2025-07-21,CUST-0075,Laptop Backpack,Accessories,2,34913.27,0,0.0,69826.54,49081.14,20745.4,29.71,Instagram,Benin,Transfer,Completed
ORD-00738,2025-07-21,CUST-0186,Office Chair,Home & Office,1,113666.93,15,17050.04,96616.89,65860.88,30756.01,31.83,Website,Ibadan,Card,Completed
ORD-00250,2025-07-22,CUST-0514,Running Shoes,Fashion,1,62064.45,5,3103.22,58961.23,37123.67,21837.56,37.04,Website,Ibadan,Transfer,Completed
ORD-02492,2025-07-22,CUST-0645,Sneakers,Fashion,2,69671.96,0,0.0,139343.92,104408.23,34935.69,25.07,Referral,Ibadan,Card,Completed
ORD-01175,2025-07-22,CUST-0030,Running Shoes,Fashion,1,66172.99,0,0.0,0.0,41967.0,0.0,0.0,Walk-in,Enugu,Card,Cancelled
ORD-01204,2025-07-22,CUST-0406,Wireless Earbuds,Electronics,1,40337.35,0,0.0,40337.35,27822.31,-4939.97,-12.25,Instagram,Ibadan,Transfer,Returned
ORD-01398,2025-07-23,CUST-0678,Running Shoes,Fashion,2,62652.41,20,25060.96,0.0,75491.74,0.0,0.0,Walk-in,Enugu,Cash,Cancelled
ORD-01588,2025-07-23,CUST-0140,Wireless Earbuds,Electronics,1,39671.5,0,0.0,39671.5,26359.39,13312.11,33.56,Instagram,Enugu,USSD,Completed
ORD-00597,2025-07-23,CUST-0057,Laptop Backpack,Accessories,1,33029.32,0,0.0,33029.32,25069.06,7960.26,24.1,WhatsApp,Owerri,Transfer,Completed
ORD-00269,2025-07-23,CUST-0579,Hoodie,Fashion,1,42267.51,0,0.0,42267.51,30310.79,11956.72,28.29,WhatsApp,Ibadan,USSD,Completed
ORD-02051,2025-07-23,CUST-0115,Power Bank,Electronics,1,27202.97,0,0.0,27202.97,22088.73,5114.24,18.8,Instagram,Enugu,Card,Completed
ORD-00848,2025-07-23,CUST-0339,Hoodie,Fashion,3,38610.72,10,11583.22,104248.94,85433.73,18815.21,18.05,Walk-in,Port Harcourt,Transfer,Completed
ORD-00793,2025-07-23,CUST-0105,Running Shoes,Fashion,4,68134.72,0,0.0,272538.88,186020.93,86517.95,31.75,Instagram,Abuja,USSD,Completed
ORD-00672,2025-07-24,CUST-0216,Skincare Set,Beauty,2,56244.75,20,22497.9,89991.6,64827.6,-11405.78,-12.67,Instagram,Owerri,USSD,Returned
ORD-02735,2025-07-24,CUST-0337,Running Shoes,Fashion,1,64024.16,0,0.0,64024.16,49810.91,14213.25,22.2,Referral,Abuja,Transfer,Completed
